customer_id,customer_name,net_revenue,cumulative_revenue,cumulative_pct,abc_class
C0236,Srta. Ana Vitória Pastor,108039.41,8218960.88,0.25681003653620255,A
C0378,Bruno Pimenta,107221.98999999999,8326182.87,0.26016029985676287,A
C0054,Fernanda Cassiano,105353.88,8431536.75,0.2634521921247829,A
C0175,Srta. Antonella Da Paz,104321.90000000001,8535858.65,0.26671183909739704,A
C0110,Sra. Isabella Da Luz,103002.37000000001,8638861.02,0.26993025597383985,A
C0101,Eduarda Araújo,102823.23000000001,8741684.25,0.27314307543345384,A
C0454,Sr. Benício Cardoso,102596.5,8844280.75,0.2763488104768705,A
C0279,Bella Albuquerque,101710.82,8945991.57,0.27952687152153227,A
C0069,Henry Gabriel Azevedo,100343.42,9046334.99,0.2826622067217611,A
C0166,Laís Novaes,98090.84,9144425.83,0.2857271577018255,A
C0176,Lívia Borges,97268.81,9241694.64,0.2887664234940156,A
C0477,Paulo Novais,97140.3,9338834.940000001,0.2918016738567279,A
C0146,Raul Ferreira,96692.49,9435527.430000002,0.29482293192721,A
C0093,Mateus Abreu,95922.44,9531449.870000001,0.2978201289793319,A
C0393,Sra. Laura Vasconcelos,95035.64,9626485.510000002,0.3007896170371266,A
C0221,Dr. João Lucas Sá,94006.11,9720491.620000001,0.3037269363523301,A
C0261,Caleb Da Rocha,93207.06,9813698.680000002,0.3066392885138155,A
C0335,Leonardo Novaes,92978.55,9906677.230000002,0.3095445006411402,A
C0154,Julia Andrade,92973.23999999999,9999650.470000003,0.31244954685195625,A
C0148,Gael Guerra,92636.84999999999,10092287.320000002,0.3153440822050797,A
C0177,Leonardo Câmara,91726.69,10184014.010000002,0.3182101786562219,A
C0179,Joaquim Melo,91610.44,10275624.450000001,0.3210726427544204,A
C0439,Erick Camargo,91168.94,10366793.39,0.32392131172294414,A
C0252,Thales Duarte,90234.79,10457028.18,0.3267407921968232,A
C0180,Ana Sophia Marques,89359.64,10546387.82,0.32953292769282067,A
C0043,Matheus Garcia,88693.2,10635081.02,0.3323042395733698,A
C0143,Isadora Da Mata,88091.46,10723172.48,0.33505674945770053,A
C0128,Otávio Da Mota,87949.29000000001,10811121.77,0.33780481709155363,A
C0395,Esther Pinto,87291.9,10898413.67,0.34053234388668235,A
C0266,Luísa Fogaça,87086.83,10985500.5,0.34325346305498794,A
C0358,Davi Lucas Montenegro,85190.73,11070691.23,0.3459153365939025,A
C0071,Hellena Abreu,84089.51,11154780.74,0.3485428013611288,A
C0186,Dra. Nicole Aragão,83896.56,11238677.3,0.3511642372036196,A
C0241,Sr. Thiago Ramos,83644.67,11322321.97,0.35377780247937485,A
C0139,Maria Luísa Pinto,83008.1,11405330.07,0.3563714774591006,A
C0326,Sr. Nathan Moraes,82314.69,11487644.76,0.35894348611749516,A
C0153,José Pedro Cavalcanti,82088.31,11569733.07,0.36150842129580874,A
C0436,Igor Farias,82033.84000000001,11651766.91,0.36407165450195156,A
C0193,Sra. Milena Da Luz,81621.31,11733388.22,0.36662199777639637,A
C0136,Luiz Henrique Costela,81335.56,11814723.780000001,0.36916341249296,A
C0151,Maria Liz Rocha,80480.93000000001,11895204.71,0.3716781234005227,A
C0425,Léo Cunha,80121.09,11975325.8,0.37418159073059476,A
C0480,João Gabriel Sampaio,79009.79,12054335.59,0.37665033432882655,A
C0500,André Costela,78817.26,12133152.85,0.37911306212566254,A
C0060,Sra. Ana Lívia Teixeira,78715.03,12211867.879999999,0.3815725956391312,A
C0066,Murilo Rios,78268.52,12290136.399999999,0.3840181774802306,A
C0277,Benjamim Novaes,77564.03,12367700.429999998,0.38644174679379995,A
C0005,Ana Beatriz Alves,76898.49,12444598.919999998,0.3888445206133633,A
C0108,Stephany Dias,76421.07,12521019.989999998,0.3912323769452498,A
C0471,João Pedro Peixoto,76388.42,12597408.409999998,0.3936192130937074,A
C0296,Yuri Barbosa,76125.77,12673534.179999998,0.3959978424679655,A
C0018,Luiz Miguel Oliveira,76116.75,12749650.929999998,0.39837619000288127,A
C0235,Maria Flor Gonçalves,75884.3,12825535.229999999,0.4007472743942118,A
C0262,Nathan Sales,75025.14,12900560.37,0.4030915134319494,A
C0192,Melissa Castro,74991.49,12975551.86,0.4054347010402111,A
C0006,Henrique Da Conceição,74742.93,13050294.79,0.4077701221310733,A
C0317,Melina Da Mota,74375.69,13124670.479999999,0.41009406842369817,A
C0044,Nina Moura,74159.21,13198829.69,0.41241125057210576,A
C0120,Vitória Albuquerque,74015.39,13272845.08,0.41472393891405845,A
C0268,Igor Campos,73674.18,13346519.26,0.4170259657923729,A
C0162,Ana Lívia Rios,73463.26,13419982.52,0.41932140225449027,A
C0449,Vicente Da Rosa,73140.66,13493123.18,0.4216067587419009,A
C0248,Juliana Duarte,72848.07,13565971.25,0.42388297294847,A
C0470,Mariana Silveira,72437.15,13638408.4,0.42614634752947644,A
C0206,Maria Helena Mendes,71938.24,13710346.64,0.4283941331452598,A
C0001,Brenda Alves,71420.62,13781767.26,0.4306257451822839,A
C0188,Catarina Martins,71322.27,13853089.53,0.43285428417060245,A
C0372,Kaique Alves,71199.82,13924289.35,0.43507899708048686,A
C0458,Beatriz Vieira,70706.96,13994996.31,0.43728831006373153,A
C0137,Isadora Rios,70705.42,14065701.73,0.43949757492806407,A
C0353,Sr. Isaque Oliveira,70683.08,14136384.81,0.44170614175571044,A
C0160,Zoe Rodrigues,70167.94,14206552.75,0.44389861249479373,A
C0057,Dr. Antony Camargo,70028.45999999999,14276581.21,0.4460867250352654,A
C0165,Maria Luísa Duarte,69277.08,14345858.290000001,0.44825135992107124,A
C0098,Vitor Hugo Araújo,69245.76,14415104.05,0.4504150161806904,A
C0397,Asafe Das Neves,68588.58,14483692.63,0.45255813816325496,A
C0207,Luiz Gustavo Da Rosa,68452.13,14552144.760000002,0.45469699662272983,A
C0419,Vitor Gabriel Carvalho,68427.82,14620572.580000002,0.4568350954908063,A
C0338,Bárbara Ramos,67582.19,14688154.770000001,0.4589467717643034,A
C0257,Isaque Silveira,67328.04,14755482.81,0.461050506854999,A
C0301,Isabel Da Luz,67225.24,14822708.05,0.46315102985208073,A
C0021,Bruno Da Conceição,67126.78,14889834.83,0.4652484763633917,A
C0325,Levi Da Cunha,67088.67,14956923.5,0.4673447320878581,A
C0324,Ana Carolina Marques,67069.83,15023993.33,0.46944039913680224,A
C0370,Srta. Maya Brito,67042.65,15091035.98,0.4715352169181936,A
C0072,Bento Da Conceição,66815.12,15157851.1,0.4736229252865501,A
C0356,Sra. Maria Helena Gomes,66793.31,15224644.41,0.4757099521786253,A
C0144,Cauê Garcia,66626.7,15291271.11,0.47779177316683835,A
C0421,Ágatha Leão,66615.32,15357886.43,0.4798732385750386,A
C0135,Leandro Fonseca,66365.81,15424252.24,0.4819469077820947,A
C0291,Lorena Nunes,66066.72,15490318.96,0.48401123160900494,A
C0116,Davi Lucca Ferreira,65940.06,15556259.020000001,0.48607159781162396,A
C0375,Dr. Diogo Da Cruz,65707.18000000001,15621966.200000001,0.48812468743485754,A
C0131,Sra. Mariane Novais,65654.16,15687620.360000001,0.49017612039268826,A
C0070,Sr. Yuri Da Conceição,65007.05,15752627.410000002,0.492207333721156,A
C0298,Olivia Da Rocha,64971.05,15817598.460000003,0.49423742219193795,A
C0243,Pedro Fonseca,64788.06,15882386.520000003,0.4962617929486107,A
C0366,Yasmin Garcia,64608.69,15946995.210000003,0.4982805591018639,A
C0092,Murilo Araújo,64453.71,16011448.920000004,0.5002944827427798,A
C0365,Sra. Anna Liz Farias,63925.14,16075374.060000004,0.5022918906607234,A
C0232,Bruna Vasconcelos,63922.22,16139296.280000005,0.5042892073402105,A
C0469,Noah Fogaça,63890.22,16203186.500000006,0.506285524146199,A
C0362,Nicolas Rezende,63871.96,16267058.460000006,0.5082812703993724,A
C0067,Maria Fernanda Macedo,63687.6,16330746.060000006,0.5102712561313526,A
C0488,Sra. Antonella Aragão,63506.55,16394252.610000007,0.5122555847665545,A
C0273,Carlos Eduardo Correia,63238.62,16457491.230000006,0.5142315416484297,A
C0380,Cecília Da Conceição,63215.270000000004,16520706.500000006,0.5162067689351114,A
C0239,Ana Cecília Ferreira,63190.96,16583897.460000006,0.5181812366303948,A
C0429,Kamilly Correia,63159.939999999995,16647057.400000006,0.5201547350733056,A
C0329,Maria Cecília Pinto,62821.24,16709878.640000006,0.5221176504801556,A
C0491,João Gabriel Macedo,62786.740000000005,16772665.380000006,0.52407948789839,A
C0150,Luiz Fernando Ramos,62650.49,16835315.870000005,0.5260370680427441,A
C0444,Otto Moura,62650.38,16897966.250000004,0.527994644750033,A
C0306,Leandro Peixoto,62526.33,16960492.580000002,0.5299483453852128,A
C0418,Bruna Brito,62417.91,17022910.490000002,0.5318986583239956,A
C0129,Alexandre Farias,62383.98,17085294.470000003,0.5338479110844094,A
C0327,Vitor Hugo Martins,61767.63,17147062.1,0.5357779053438607,A
C0398,Ana Beatriz Pacheco,61594.049999999996,17208656.150000002,0.5377024759145036,A
C0265,Vitória Ferreira,61444.94,17270101.090000004,0.5396223873871039,A
C0432,Alícia Aragão,61287.96,17331389.050000004,0.5415373938552731,A
C0209,Dra. Ísis Pereira,61260.68,17392649.730000004,0.5434515479312848,A
C0149,Dr. Bernardo Vargas,61105.36,17453755.090000004,0.5453608488713031,A
C0486,Mirella Fernandes,61055.84,17514810.930000003,0.5472686025070824,A
C0109,Gustavo Rios,60945.45,17575756.380000003,0.5491729068917525,A
C0216,Amanda Barros,60800.99,17636557.37,0.5510726974724975,A
C0355,Ana Clara Dias,60710.74,17697268.11,0.5529696680975165,A
C0263,Leandro Ribeiro,60457.61,17757725.72,0.5548587294107018,A
C0068,Milena Campos,60359.08,17818084.799999997,0.556744712050893,A
C0384,Pedro Miguel Ferreira,60335.82,17878420.619999997,0.5586299679080351,A
C0198,Lucas Gabriel Dias,60321.68,17938742.299999997,0.5605147819460751,A
C0125,Gustavo Henrique Silva,59532.47,17998274.769999996,0.5623749362914976,A
C0224,Ana Júlia Ferreira,59412.23,18057686.999999996,0.5642313336122496,A
C0009,Pietro Pastor,59240.67,18116927.669999998,0.5660823703612078,A
C0019,Bernardo Aparecida,59063.33,18175990.999999996,0.5679278659362214,A
C0197,João Pedro Da Costa,58880.79,18234871.789999995,0.5697676578578469,A
C0321,Bella Castro,58855.06,18293726.849999994,0.5716066458186875,A
C0434,Gabrielly Azevedo,58642.97,18352369.819999993,0.5734390068054563,A
C0027,Srta. Elisa Martins,58433.270000000004,18410803.089999992,0.5752648154962052,A
C0354,Isabel Vasconcelos,58419.94,18469223.029999994,0.57709020767715,A
C0403,José Miguel Mendes,58324.69,18527547.719999995,0.5789126236721345,A
C0345,Bernardo Da Mota,58285.97,18585833.689999994,0.5807338298201855,A
C0331,Gustavo Da Mata,58259.6,18644093.289999995,0.5825542120099819,A
C0396,Davi Miguel Pires,58184.07,18702277.359999996,0.5843722341858613,A
C0276,Dra. Carolina Da Mota,58176.92,18760454.279999997,0.5861900329525058,A
C0302,Fernanda Lima,58102.99,18818557.269999996,0.5880055216989084,A
C0196,João Guilherme Macedo,58083.99,18876641.259999994,0.5898204167704211,A
C0058,Dr. Isaque Araújo,58057.78,18934699.039999995,0.5916344928830466,A
C0299,Igor Da Paz,58049.38,18992748.419999994,0.5934483065288786,A
C0256,Valentim Correia,57941.85,19050690.269999996,0.5952587602872953,A
C0442,Lorenzo Almeida,57917.61,19108607.879999995,0.5970684566415367,A
C0494,Henrique Sá,57900.61,19166508.489999995,0.5988776218129821,A
C0103,Bernardo Rocha,57849.700000000004,19224358.189999994,0.6006851962481835,A
C0126,Sr. João Montenegro,57556.89,19281915.079999994,0.6024836215284132,A
C0389,Maria Alice Oliveira,57508.37,19339423.449999996,0.6042805307504506,A
C0172,Luna Martins,57385.159999999996,19396808.609999996,0.6060735901470584,A
C0048,Manuela Camargo,57368.68,19454177.289999995,0.6078661346088146,A
C0382,Anthony Martins,57334.98,19511512.269999996,0.6096576260787925,A
C0106,Ana Cecília Pinto,57173.36,19568685.629999995,0.611444067562682,A
C0123,Cauê Souza,57096.26,19625781.889999997,0.6132280999763612,A
C0217,Mariane Carvalho,57005.39,19682787.279999997,0.615009293061765,A
C0142,Lucas Gabriel Viana,56384.229999999996,19739171.509999998,0.616771077352721,A
C0227,Josué Costa,56197.04,19795368.549999997,0.6185270126961712,A
C0498,Lorena Aparecida,56104.92,19851473.47,0.6202800696537876,A
C0038,Maria Cecília Câmara,56093.77,19907567.24,0.6220327782179818,A
C0173,Melina Rocha,55896.38,19963463.619999997,0.6237793191249925,A
C0333,Raquel Campos,55850.95,20019314.569999997,0.625524440524096,A
C0222,Isis Barros,55509.24,20074823.809999995,0.6272588848365376,A
C0118,Emanuel Macedo,55096.0,20129919.809999995,0.628980417032588,A
C0305,Brayan Araújo,55067.72,20184987.529999994,0.630701065590434,A
C0496,Brenda Da Paz,54896.13,20239883.659999993,0.6324163526391048,A
C0194,João Guilherme Vargas,54823.15,20294706.80999999,0.634129359351278,A
C0152,Luísa Alves,54819.62,20349526.429999992,0.635842255764906,A
C0292,Ana Liz Pimenta,54741.81,20404268.23999999,0.6375527209236302,A
C0368,Ana Lívia Da Costa,54544.6,20458812.839999992,0.6392570240494596,A
C0107,Otto Ribeiro,54463.44,20513276.279999994,0.6409587912461283,A
C0399,Sr. Caleb Da Rocha,54187.38,20567463.659999993,0.6426519326591096,A
C0482,Fernando Casa Grande,54182.97,20621646.62999999,0.6443449362770244,A
C0416,Bruna Carvalho,54061.67,20675708.299999993,0.6460341497494589,A
C0167,Gael Leão,54047.22,20729755.519999992,0.6477229117165166,A
C0169,Srta. Liz Guerra,54037.01,20783792.529999994,0.6494113546614364,A
C0427,Sr. Léo Nogueira,53883.47,20837675.999999993,0.6510950000883261,A
C0422,Daniela Leão,53829.51,20891505.509999994,0.652776959478529,A
C0121,Letícia Ribeiro,53822.88,20945328.389999993,0.6544587117074414,A
C0168,Maria Helena Rocha,53674.47,20999002.859999992,0.6561358267105439,A
C0178,Diogo Alves,53561.82,21052564.679999992,0.6578094218464713,A
C0285,Ana Júlia Cassiano,53511.5,21106076.179999992,0.6594814446813223,A
C0374,Juan Fogaça,53416.53,21159492.709999993,0.661150500079106,A
C0417,Arthur Miguel Da Rosa,53362.81,21212855.519999992,0.6628178769392541,A
C0164,Thiago Das Neves,53325.67,21266181.189999994,0.664484093321223,A
C0029,Dra. Hellena Rodrigues,53149.46,21319330.649999995,0.6661448038372804,A
C0323,Maria Liz Teixeira,53055.62,21372386.269999996,0.6678025822243033,A
C0156,Sra. Maya Pereira,53041.53,21425427.799999997,0.6694599203545265,A
C0404,Lucca Camargo,53003.42,21478431.22,0.671116067697905,A
C0278,Davi Lucas Porto,52832.47,21531263.689999998,0.6727668735295782,A
C0024,Dr. Gustavo Henrique Rios,52719.46,21583983.15,0.6744141482454993,A
C0015,Julia Aparecida,52701.67,21636684.82,0.6760608670942474,A
C0065,Gabriela Silva,52690.5,21689375.32,0.6777072369246524,A
C0297,Alexandre Jesus,52575.75,21741951.07,0.6793500212711838,A
C0026,Eloá Nascimento,52557.06,21794508.13,0.6809922216291,A
C0053,Letícia Porto,52494.87,21847003.0,0.682632478795364,A
C0402,Sarah Da Mata,52472.96,21899475.96,0.684272051360742,A
C0127,Isis Aragão,52460.68,21951936.64,0.6859112402246649,A
C0064,Mariana Cunha,52453.79,22004390.43,0.6875502138033251,A
C0385,Letícia Porto,52356.57,22056747.0,0.6891861496413128,A
C0407,Sr. Miguel Albuquerque,52330.69,22109077.69,0.6908212768316085,A
C0010,André Teixeira,52324.79,22161402.48,0.692456219670228,A
C0411,Maria Fernanda Caldeira,52306.16,22213708.64,0.6940905803949949,A
C0170,Agatha Da Rosa,52222.43,22265931.07,0.695722324888261,A
C0049,Pedro Henrique Castro,52169.409999999996,22318100.48,0.6973524127161242,A
C0080,Maria Lima,52103.71,22370204.19,0.6989804476787109,A
C0089,Ágatha Albuquerque,52075.84,22422280.03,0.7006076118139724,A
C0386,Isis Marques,52043.26,22474323.290000003,0.7022337579530283,A
C0215,Yasmin Alves,52009.9,22526333.19,0.703858861723962,A
C0204,Gustavo Leão,51911.85,22578245.040000003,0.7054809018200041,A
C0174,Thomas Melo,51830.55,22630075.590000004,0.7071004016124391,A
C0022,Mateus Da Mota,51829.58,22681905.17,0.7087198710962087,A
C0059,Bruno Barros,51631.07,22733536.240000002,0.7103331379272224,A
C0371,Beatriz Macedo,51599.340000000004,22785135.580000002,0.7119454133211702,A
C0025,Brayan Pereira,51560.35,22836695.930000003,0.7135564704317523,A
C0205,Alícia Teixeira,51554.73,22888250.660000004,0.7151673519395512,A
C0220,Rafael Duarte,51426.26,22939676.920000006,0.716774219267714,A
C0132,Daniel Barbosa,51365.47,22991042.390000004,0.7183791871486901,A
C0445,Benício Melo,51265.42,23042307.810000006,0.7199810288626811,A
C0185,Hellena Cavalcanti,51031.67,23093339.480000008,0.721575566813226,A
C0037,Dra. Mariane Pacheco,50910.1,23144249.58000001,0.723166306181858,A
C0413,Luan Pimenta,50781.09,23195030.67000001,0.7247530144979886,A
C0453,Sra. Ana Sophia Barros,50772.67,23245803.34000001,0.726339459722405,A
C0036,Dra. Zoe Da Luz,50757.86,23296561.20000001,0.7279254421928677,A
C0310,Ágatha Monteiro,50753.61,23347314.81000001,0.7295112918676315,A
C0460,Heloísa Jesus,50702.51,23398017.32000001,0.7310955448694024,A
C0450,Ana Araújo,50447.799999999996,23448465.120000012,0.7326718391905856,A
C0284,Rebeca Barbosa,50371.99,23498837.11000001,0.7342457647489588,A
C0406,Miguel Novais,50336.11,23549173.22000001,0.7358185691991717,A
C0095,Laura Lima,50244.25,23599417.47000001,0.737388503387523,A
C0240,Mariane Ribeiro,50225.98,23649643.45000001,0.7389578667105988,A
C0462,Srta. Luara Lima,50175.78,23699819.23000001,0.7405256614821238,A
C0312,Pedro Sousa,50016.36,23749835.59000001,0.7420884750088634,A
C0081,Nina Siqueira,49785.96,23799621.550000012,0.7436440894464139,A
C0352,Maria Flor Marques,49768.18,23849389.73000001,0.7451991483292516,A
C0134,Sr. Pedro Cardoso,49653.68,23899043.41000001,0.7467506295397276,A
C0412,Isabel Melo,49506.82,23948550.23000001,0.7482975219557664,A
C0304,Clarice Da Mata,49453.06,23998003.29000001,0.7498427345843276,A
C0463,Dr. Marcelo Cassiano,49414.92,24047418.210000012,0.7513867554886628,A
C0208,Mariah Nascimento,49400.01,24096818.220000014,0.7529303105144399,A
C0379,Isabella Monteiro,49354.48,24146172.700000014,0.7544724429077049,A
C0267,Sra. Júlia Das Neves,49323.72,24195496.420000013,0.7560136141725694,A
C0295,Emanuel Da Costa,49232.85,24244729.270000014,0.7575519461091587,A
C0008,Yago Leão,49179.08,24293908.350000013,0.7590885979458099,A
C0187,Isadora Campos,49173.28,24343081.630000014,0.7606250685553895,A
C0122,Davi Luiz Da Luz,49138.55,24392220.180000015,0.7621604539897628,A
C0183,Diogo Rezende,48958.44,24441178.620000016,0.7636902116986419,A
C0383,Yago Castro,48914.299999999996,24490092.920000017,0.765218590207014,A
C0181,Evelyn Silva,48904.97,24538997.890000015,0.7667466771897692,A
C0497,Raquel Moura,48875.54,24587873.430000015,0.7682738446013662,A
C0401,Vitor Hugo Fonseca,48771.57,24636645.000000015,0.7697977633614744,A
C0316,Erick Melo,48262.659999999996,24684907.660000015,0.7713057806958913,A
C0351,Dr. Yuri Teixeira,48234.77,24733142.430000015,0.7728129265780621,A
C0030,Sr. Ian Andrade,48178.05,24781320.480000015,0.7743183001844569,A
C0485,Dra. Helena Garcia,48066.75,24829387.230000015,0.7758201961058397,A
C0492,Mariana Mendonça,48055.87,24877443.100000016,0.777321752070233,A
C0348,Kaique Pastor,47868.37,24925311.470000017,0.778817449400846,A
C0112,Letícia Marques,47797.7,24973109.170000017,0.7803109385733296,A
C0420,Mirella Freitas,47782.47,25020891.640000015,0.78180395186852,A
C0271,Rodrigo Da Mota,47725.69,25068617.330000017,0.7832951910131716,A
C0119,Liz Pimenta,47561.96,25116179.290000018,0.7847813142425759,A
C0474,Rodrigo Câmara,47364.45,25163543.740000017,0.7862612660652711,A
C0344,Thomas Souza,47333.58,25210877.320000015,0.7877402533225007,A
C0309,Nathan Da Mata,47327.55,25258204.870000016,0.7892190521660681,A
C0085,Melissa Carvalho,47324.93,25305529.800000016,0.7906977691449927,A
C0287,Dante Novais,47309.24,25352839.040000014,0.7921759958734426,A
C0011,Otávio Fernandes,47122.2,25399961.240000013,0.7936483783412936,A
C0464,Olívia Azevedo,47066.42,25447027.660000015,0.7951190179046528,A
C0328,Ana Júlia Correia,47051.85,25494079.510000017,0.7965892022131096,A
C0052,Thiago Caldeira,47014.82,25541094.330000017,0.7980582294804522,A
C0028,Júlia Porto,46858.45,25587952.780000016,0.7995223708034525,A
C0467,Sra. Caroline Novais,46811.35,25634764.130000018,0.8009850404376471,B
C0155,Pedro Henrique Ferreira,46678.62,25681442.75000002,0.802443562784046,B
C0226,Ana Cecília Sá,46557.53,25728000.28000002,0.8038983015466348,B
C0346,Manuela Viana,46366.24,25774366.52000002,0.8053470632529255,B
C0190,Luiza Sá,46259.76,25820626.28000002,0.8067924978801501,B
C0466,Aylla Souza,46058.59,25866684.87000002,0.8082316467401343,B
C0423,Beatriz Mendonça,45945.24,25912630.110000018,0.8096672538607103,B
C0203,Nina Leão,45611.84,25958241.950000018,0.8110924435492739,B
C0247,Rafaela Martins,45539.65,26003781.600000016,0.8125153775857168,B
C0017,Anna Liz Novaes,45514.27,26049295.870000016,0.8139375185974914,B
C0031,Dr. João Felipe Azevedo,45152.98,26094448.850000016,0.8153483707250073,B
C0275,Kevin Albuquerque,45139.17,26139588.02000002,0.8167587913446167,B
C0073,Arthur Gabriel Farias,45112.05,26184700.07000002,0.8181683645714359,B
C0228,Eduardo Da Costa,45103.39,26229803.46000002,0.8195776672074897,B
C0318,Pedro Henrique Porto,45041.72,26274845.18000002,0.8209850428998355,B
C0476,Sr. João Lucas Oliveira,45009.69,26319854.87000002,0.8223914177813015,B
C0433,Sr. Davi Lucas Viana,44949.42,26364804.29000002,0.8237959094635251,B
C0408,Vitor Gabriel Campos,44914.62,26409718.910000023,0.8251993137833191,B
C0260,Sra. Melissa Vieira,44863.1,26454582.010000024,0.8266011083067806,B
C0210,Ryan Câmara,44858.86,26499440.870000023,0.8280027703470034,B
C0457,Sofia Pereira,44745.07,26544185.940000024,0.8294008768995577,B
C0016,Sra. Zoe Campos,44679.729999999996,26588865.670000024,0.8307969418354121,B
C0201,Srta. Hadassa Azevedo,44676.08,26633541.750000022,0.8321928927231956,B
C0133,Srta. Ísis Andrade,44674.26,26678216.010000024,0.833588786743174,B
C0336,Yuri Jesus,44263.82,26722479.830000024,0.8349718561356921,B
C0088,Beatriz Aragão,44252.99,26766732.820000023,0.8363545871335231,B
C0002,Sra. Isabelly Câmara,44210.89,26810943.710000023,0.8377360026727826,B
C0234,Amanda Das Neves,44176.77,26855120.480000023,0.8391163520969244,B
C0388,Bianca Da Costa,44165.03,26899285.510000024,0.8404963346924763,B
